Date,Open,High,Low,Last,Close,Total Trade Quantity,Turnover (Lacs)
5/2/2013,348,355.5,343.45,351.9,352.25,1547811,5446.91
4/30/2013,344.15,350,339.25,349,348.35,1534689,5290.45
4/29/2013,331,342.9,327.2,342.7,342,1729385,5834.39
4/26/2013,336.2,339,327.75,329.35,330.2,1479955,4923.69
4/25/2013,343,344.95,332.7,336.2,335.5,2424253,8150.32
4/23/2013,342.25,347.9,340.1,341.7,342.75,1735308,5949.55
4/22/2013,346.3,348,327.5,340.6,339.4,8949583,30110.66
4/18/2013,373.25,377.9,362.3,367.65,369.05,2546372,9345.22
4/17/2013,385,385.45,371.2,371.5,374.55,1136496,4283
4/16/2013,378.5,383.1,376.7,382,381.35,687009,2613.8
4/15/2013,383.9,392.65,376.3,378,379.1,1576580,6010.15
4/12/2013,389.9,390,379.05,383,383.8,3876325,14815.68
4/11/2013,407.4,408,399,402.05,402.95,1280567,5170.47
4/10/2013,395.1,404.8,395.1,402.15,402.25,2437937,9787.99
4/9/2013,407,418,390.25,393.6,393.7,7085821,28442.02
4/8/2013,451.5,456,429.55,450.8,448.8,6135656,27267.31
4/5/2013,441.5,463,438.75,454.3,454.6,1807534,8146.67
4/4/2013,447,451.75,441.5,444,445.1,1632050,7279.11
4/3/2013,447.1,454.7,446,448,448.6,1961744,8836.77
4/2/2013,431,451.2,427.7,449.5,449.65,1903267,8435.48
4/1/2013,437.3,441.75,428.1,431.1,431,875529,3795.83
3/28/2013,433.95,441.9,431.4,441,437.15,3358225,14651.57
3/26/2013,431.5,441.1,426.5,435.35,437.95,1201564,5227.62
3/25/2013,439.3,440.4,429.55,431.8,431.35,1593936,6917.56
3/22/2013,435.3,439.45,429.15,436.5,435.7,1183897,5147.01
3/21/2013,430.5,437.25,427.35,435.7,434.75,1008414,4371.09
3/20/2013,433.35,435.75,426.4,429.85,429.95,1510086,6506.15
3/19/2013,435,438.9,429.7,433,433.65,727250,3161.51
3/18/2013,438.4,440.85,432,434.4,433.65,508330,2218.25
3/15/2013,438.9,442.7,436.15,441,440.95,807882,3558.35
3/14/2013,439.3,443.75,434.4,438.5,438.5,1035221,4546.89
3/13/2013,437.9,445.25,435.4,439,439.3,1271395,5610.36
3/12/2013,440.1,443.7,434.3,438.7,438.65,1123760,4925.01
3/11/2013,442.75,449.45,437.6,438.7,439.55,1570405,6980.39
3/8/2013,448.9,456,444.3,444.5,445.35,2576694,11568.68
3/7/2013,443.1,452.8,443.1,449.5,449.35,2740228,12320.72
3/6/2013,433.5,446,433.45,442.95,441.9,1993558,8805.84
3/5/2013,420.05,434.65,419,433.9,433.05,2553625,10963.46
3/4/2013,420.05,424.8,418.15,419.05,419.5,1330580,5600.38
3/1/2013,420,425.5,418.4,422.6,421.7,1313859,5551.64
2/28/2013,420,425.5,411.5,418,416.4,2877375,12101.84
2/27/2013,418,422.65,413.15,417,418.5,1547510,6484.64
2/26/2013,416.95,420.55,412.85,416.9,415.9,1446460,6040.18
2/25/2013,416.2,425.8,416.2,417.65,419.1,1852079,7807.83
2/22/2013,404.5,418.45,403.15,416.55,415.95,2171761,9017.52
2/21/2013,410.15,416.55,403.85,408,405.8,1336099,5489.83
2/20/2013,411,415.4,408.85,413.05,412.3,1025942,4236.43
2/19/2013,404.05,412.1,400.6,411,410.75,946706,3846.7
2/18/2013,397.75,404,393.65,403.9,402.9,1144986,4585.46
2/15/2013,395,402.4,385.1,399.3,399.25,1543952,6094.99
2/14/2013,405.2,406,394,396,395.8,2920033,11619.63
2/13/2013,412.25,415.9,406.4,410.1,409.45,1098304,4520.72
2/12/2013,410,413.7,405.25,411,411.85,845269,3469.21
2/11/2013,414,420.85,408.1,410,409.5,1477913,6135.53
2/8/2013,408,415.5,403.25,411.5,412.4,1064708,4373.72
2/7/2013,403,407.6,401,405.95,405.7,478637,1939.75
2/6/2013,408.7,409.95,402.1,406,405.65,832790,3384.4
2/5/2013,406,407.95,402.6,406.55,407,800826,3255.8
2/4/2013,408.3,410.35,405.85,409.4,408.1,1020747,4169.64
2/1/2013,410,413.45,407.05,407.15,407.6,1109376,4545.31
1/31/2013,412.1,415.5,406.6,411,411.55,1357403,5579.83
1/30/2013,407.8,416.9,405.15,414.3,414.85,1029202,4250.25
1/29/2013,410.25,413,405.45,410,408.65,1226607,5013.34
1/28/2013,407.9,417.25,405.5,413.95,413.55,1433910,5931.69
1/25/2013,404,408.4,400.6,407,407.65,1272889,5151.73
1/24/2013,402,408,401.8,404.8,404.95,1478239,5988.68
1/23/2013,397.25,402.95,396.95,401.9,401.75,1547877,6202.48
1/22/2013,398.15,403.25,395.9,397.4,398.75,2226337,8897.34
1/21/2013,401.05,401.8,393.25,397.5,397.55,2877914,11405.77
1/18/2013,438,439.6,395.25,396,397.35,8013521,32800.72
1/17/2013,424,436.5,422.4,432.7,430.7,3904977,16845.25
1/16/2013,421,425,416.3,419.8,419.95,1542323,6485.43
1/15/2013,421.5,423.6,417,421.2,420.95,976940,4103.12
1/14/2013,423.05,424.9,417.35,418.7,419.15,1580960,6654.14
1/11/2013,406,422.8,404.55,420,419.95,4507551,18661.04
1/10/2013,398.8,405.8,393.5,394,395.6,1857422,7440.47
1/9/2013,398.25,400.9,393.55,397.45,397.05,1438598,5706.01
1/8/2013,402.9,404.75,395.6,397.5,398.15,1094727,4381.87
1/7/2013,403.75,408.5,403.05,403.6,404.95,1249633,5078.32
1/4/2013,398.9,404.9,397.65,403.95,403.65,1699278,6850.86
1/3/2013,395.5,399,393.85,397.55,397.8,1742438,6908.27
1/2/2013,398.3,399.25,391.7,395,393.75,856196,3377.81
1/1/2013,396.05,399,391.15,396.5,396.9,796404,3150.06
12/31/2012,393.7,398.5,392.6,393.6,394.5,2328104,9231.95
12/28/2012,386.15,392.95,386.15,392.05,392.05,781501,3052.4
12/27/2012,387.5,388,382.25,385.6,385.5,1349300,5202.92
12/26/2012,384.1,385.85,381.55,385.3,385.05,716105,2748.92
12/24/2012,380.15,386.9,380.15,385.7,385.95,572444,2197.66
12/21/2012,378.3,383.9,377.1,378.5,379.45,818384,3112.82
12/20/2012,387.5,391,379.15,380.5,382.05,1187991,4571.96
12/19/2012,377.05,387.1,374.55,385.75,386.15,935909,3577.43
12/18/2012,370.75,379.5,367.95,376,375.85,1219440,4550.91
12/17/2012,377,378,366.4,370.6,370.2,1145735,4232.56
12/14/2012,372.35,377.7,372.35,376,375.95,772091,2900.89
12/13/2012,374.8,379.4,372.75,375.25,373.6,1035697,3895.87
12/12/2012,381.4,385.5,371.7,374.4,374.8,1596796,6051.49
12/11/2012,384.5,387.9,374.3,378.8,379.55,1205955,4619.38
12/10/2012,389.85,390,381,381.5,382.1,1212089,4662.97
12/7/2012,382.65,382.65,378.5,380,380.2,844806,3214.01
12/6/2012,382.65,383,375.2,380.6,379.85,1026705,3874.56
12/5/2012,388.55,391.15,378.9,381.45,380.95,1392648,5317.88
12/4/2012,395.1,399.95,385.55,386.05,388.1,1058222,4156.7
12/3/2012,393.1,397.45,393,394.5,394.6,1192332,4708.99
11/30/2012,385.3,396,384.85,393,393.25,1954671,7632.81
11/29/2012,377.55,389.85,377.25,386.5,386.35,2879682,11060.04
11/27/2012,376,380.65,375.65,377.05,378.95,1851454,7000.49
11/26/2012,368,376.7,367,375.5,375.45,1394205,5207.05
11/23/2012,372,375.65,365,365.55,366.85,715712,2642.35
11/22/2012,368.15,372.6,366.3,371,370.8,714417,2647.18
11/21/2012,361.6,368,360.9,367,366.8,663865,2420.16
11/20/2012,361,363.8,356.2,363,361.75,666353,2405.33
11/19/2012,358.35,362.4,355.15,358.05,358.15,625297,2238.83
11/16/2012,361,365.8,358,359,359.1,576259,2089.88
11/15/2012,368.2,369.35,360.25,361,361.75,564971,2047.91
11/13/2012,370,372.7,367.1,368.1,369.2,126767,468.77
11/12/2012,370.2,373.1,367.05,368.85,368.75,718907,2657.93
11/9/2012,375.45,378.05,369.25,370.2,370.8,934742,3489.49
11/8/2012,364.9,376.5,295,374.6,375.4,2353477,8675.69
11/7/2012,366,371,365.55,366.55,367.85,1112101,4100.42
11/6/2012,362.5,367.35,360,365.7,366,1245014,4541.01
11/5/2012,364.95,367.5,360.45,362.45,362.5,863131,3135.61
11/2/2012,370,372.95,358.3,362.45,364.6,5104438,18677.75
11/1/2012,348,366,348,360.25,361.25,6803137,24601.27
10/31/2012,348.1,355.25,348.1,349.7,350.65,1965690,6927.01
10/30/2012,345.25,349.05,341.55,346.7,347.55,2785417,9647.91
10/29/2012,340,345.95,338,344.6,344.85,1788651,6155.24
10/26/2012,339.8,340.1,334.4,335.8,336.05,1606370,5398.26
10/25/2012,344.5,348.1,339.2,340,340.1,3806183,13025.06
10/23/2012,342.05,345,341.1,342,342.9,1117525,3836.14
10/22/2012,347,347.45,341.8,343.7,343.6,1046385,3601.89
10/19/2012,347.6,349.5,343,345,344.55,1435923,4976.39
10/18/2012,352.4,352.7,344.6,345.3,346.1,2186208,7639.85
10/17/2012,353.55,355.5,349.75,351.05,352.05,1059427,3743.6
10/16/2012,353.1,357.4,351,351.6,352.3,740770,2620.13
10/15/2012,351,353.65,350.75,352.3,351.9,596360,2099.35
10/12/2012,355,355.9,349.05,349.95,352.05,2587754,9138.12
10/11/2012,362,364.5,357.55,359.5,358.25,2960796,10648.51
10/10/2012,364.85,365.9,360,361.55,360.85,1533854,5559.31
10/9/2012,367,368.3,360.45,367.9,367.15,1091336,3979.23
10/8/2012,372,372.9,363.75,364.7,365.4,961564,3522.71
10/5/2012,383.55,384.6,320.5,373,373.25,1934963,7195.19
10/4/2012,382,385,378.55,383.5,382.9,1427363,5455.51
10/3/2012,384.25,387.25,379.2,380.4,380.25,2132629,8149.11
10/1/2012,379,386.4,377.5,384.3,382.7,1358933,5202.37
9/28/2012,378,383.65,378,382.15,381.05,2112664,8035.99
9/27/2012,379.9,380.3,368,375.3,375.7,2040201,7665.87
9/26/2012,376.15,381.5,376.15,378.35,379.85,538095,2042.63
9/25/2012,380.2,383,375.55,378.25,377.25,1242964,4718.44
9/24/2012,375.3,383.65,371.1,381.45,380.45,2115763,8001.01
9/21/2012,374.4,382.55,372,377,378,1560312,5901.27
9/20/2012,370,375,368,372.5,373.05,2015544,7505.52
9/18/2012,384.2,385,368.65,370.25,369.7,2264520,8448.26
9/17/2012,393.4,394.95,380.5,384.5,384.8,1075681,4129.68
9/14/2012,395.95,395.95,387.55,391,391.55,2101150,8226.83
9/13/2012,387.1,389.35,385.5,387,387.9,679508,2631.59
9/12/2012,377.25,386,375.3,385.15,384.55,1004046,3834.52
9/11/2012,373.5,377,372.1,375.3,374.85,558294,2090.16
9/10/2012,380,382.3,375,375.2,376.45,706573,2665.97
9/8/2012,378.5,382.6,378.5,380.5,380.75,67970,259.06
9/7/2012,381.5,384.8,376.9,378.2,377.8,1149623,4374.76
9/6/2012,362.5,379,360.7,379,377.45,1945627,7268.82
9/5/2012,361,364,357.7,362.35,362.1,690773,2493.48
9/4/2012,363,366,360.4,361.9,363.05,559430,2032.13
9/3/2012,362.9,372.5,361.65,364.25,364.2,1001677,3648.26
8/31/2012,369,372.5,360.55,364,362.6,1652870,6064.73
8/30/2012,364,370,362.1,369.05,369,1558631,5743.8
8/29/2012,364,369,361.5,365,364.15,1161031,4255.12
8/28/2012,360.5,365,359,363.95,363.65,779408,2833.45
8/27/2012,366.5,366.85,360.05,361,361.25,603648,2186.39
8/24/2012,362.95,366.5,360.25,366.5,365.1,1124352,4092.08
8/23/2012,355.65,366.75,355.65,363.35,363.1,1819859,6610.44
8/22/2012,355,357.45,350.25,355.1,354.5,1625363,5759.61
8/21/2012,350.65,358.5,350.65,355.15,355.75,1130568,4024.14
8/17/2012,349.4,354.5,346.5,354.15,353.5,1072447,3778.41
8/16/2012,354.2,354.7,347,349.6,349.4,1109561,3872.64
8/14/2012,356,357.55,352.4,354.55,355.5,549869,1956.68
8/13/2012,348,356.65,347.35,355.75,355.6,668664,2358.98
8/10/2012,344.2,352,343.3,349.2,349.7,603803,2092.54
8/9/2012,351,355,344.5,346.55,345.6,794851,2777.05
8/8/2012,350,352.5,347.35,350,350.55,853623,2986.15
8/7/2012,347.55,350.8,345,348.35,348.4,1702391,5906.14
8/6/2012,350,353,343.55,343.9,345.8,1146043,3980.01
8/3/2012,338.5,348.25,336,346.75,347.15,1116505,3827.57
8/2/2012,338,341.5,337.1,340,340.05,534152,1812.65
8/1/2012,340.2,341.5,335.65,338.95,339.55,671761,2274.23
7/31/2012,336.4,343.4,336.4,339.5,340.05,1752039,5959.49
7/30/2012,335,338.05,325.3,336.6,332.7,2615018,8641.88
7/27/2012,333.05,337.2,331.7,334.05,334.4,1511069,5052.04
7/26/2012,339.5,341.5,327.35,331.4,329.95,1929302,6414.02
7/25/2012,346,349.9,334.3,339.3,338.65,3221883,10902.34
7/24/2012,353,353,340.6,345.5,345.9,3615888,12492.68
7/23/2012,360.6,361.7,353,354.5,356.45,759566,2717.84
7/20/2012,368.95,372,362.3,363.05,363.3,629102,2296.02
7/19/2012,366.25,369.7,365.25,368.5,368.55,977931,3604.5
7/18/2012,365,367,363.05,365.1,364.35,1845745,6734.86
7/17/2012,357,364.35,353.2,363,362.65,1521834,5455.5
7/16/2012,358,361.5,354.2,354.8,355.75,1061722,3785.63
7/13/2012,361.5,364.7,357,357.2,358.85,1786386,6433.41
7/12/2012,368,369,355.55,359.05,359.25,4760861,17139.11
7/11/2012,384,384.95,371.5,376,374.3,4532673,17023.08
7/10/2012,387.8,390.95,383.5,384.3,384.5,1492238,5752.58
7/9/2012,389.05,391.75,384.1,385.45,385.9,1233391,4770.43
7/6/2012,394.6,395.05,389.05,392.5,392.15,1403539,5484.23
7/5/2012,394.75,396.85,391.05,396,395.65,1374871,5426.28
7/4/2012,401.15,403.8,392,395.1,394.75,1359738,5363.2
7/3/2012,401,404.5,398.5,400,400.5,1038860,4168.8
7/2/2012,401.2,402.95,398.5,400.5,400.25,891152,3565.19
6/29/2012,401.4,409.75,398.25,399.65,399.9,1844267,7413.4
6/28/2012,397.55,399.85,396.2,399,398.8,796357,3174.48
6/27/2012,402.15,404.7,398.1,399.2,399.2,423871,1700.9
6/26/2012,398.15,402.6,397.2,401.7,401.05,519904,2082.87
6/25/2012,399.3,402.4,397.5,400,400.05,593715,2374.18
6/22/2012,393,404.5,393,400,400.05,1124336,4493.76
6/21/2012,397.1,403.5,396.25,403.1,401.75,1200192,4783.06
6/20/2012,399.55,401.9,397.3,400.1,400,1278370,5111.82
6/19/2012,394,401,394,399.8,399.55,725532,2884.92
6/18/2012,398.25,402.7,387.15,395.5,395.3,1088027,4289.2
6/15/2012,397,401,395.6,397,397.95,757399,3014.83
6/14/2012,398.8,398.8,392.1,392.5,394.35,852361,3368.89
6/13/2012,394,398.45,393.3,396.05,396.55,912366,3618.71
6/12/2012,396,397.4,387,392.9,393.15,2230075,8747.31
6/11/2012,404,407.5,397.15,398.1,400.25,730859,2938.83
6/8/2012,399.5,405,397.2,403.55,403.35,1054218,4230.61
6/7/2012,410.1,414.9,399.05,400.3,400.8,1148016,4623.6
6/6/2012,400.2,412.45,400.2,407.8,410.6,1291309,5284.61
6/5/2012,396.15,404.4,394.45,399.95,398.6,781184,3121.97
6/4/2012,394.9,402.75,394.1,396.3,396.25,509899,2019.87
6/1/2012,404.4,405.1,398,403,401.5,1182821,4744.55
5/31/2012,405.6,415.75,404,406,410,1645807,6742.22
5/30/2012,405.3,415,405.3,411.75,412.15,825033,3403.74
5/29/2012,398.55,411.35,397,408.5,409.75,733323,2971.25
5/28/2012,395,401.85,394.4,400.9,399.85,623215,2481.38
5/25/2012,392,396,388.25,395.5,394.1,493706,1937.5
5/24/2012,385,393.7,380.1,391.05,392.3,854510,3315.4
5/23/2012,382.5,386.9,378.7,384.9,384.95,662991,2534.25
5/22/2012,384.8,387.6,380.2,382.65,381.45,846505,3242.48
5/21/2012,388.05,393.9,380,381,383.2,1075410,4145.33
5/18/2012,382.5,393.05,382.35,392.4,391.25,873939,3401.23
5/17/2012,391.05,395.85,385.8,392.8,390.75,1530647,5975.43
5/16/2012,400.25,407.9,388.55,389.9,390.35,1532646,6096.83
5/15/2012,398.35,409.9,398.35,404.4,404.25,962337,3906.97
5/14/2012,398.3,406.15,398.3,402.95,403.5,816823,3293.17
5/11/2012,405,411.6,397.15,400,400.9,765303,3096.72
5/10/2012,406.5,415.6,406.15,408.3,408.65,981341,4036.26
5/9/2012,401.25,409.75,399.35,407.5,406.25,1278682,5202.31
5/8/2012,409.1,409.15,395.05,404.3,404,1816356,7323.72
5/7/2012,409.9,420.5,407,412.3,413.85,1112795,4586.93
5/4/2012,412.35,419.9,411.25,415,414.9,1992165,8285.8
5/3/2012,403.8,413.65,402.7,412.35,412.35,1778346,7310.02
5/2/2012,406.2,409.7,402.2,403.8,404,1153521,4669.38
4/30/2012,405.1,408.8,402,406.1,405.05,860489,3487.42
4/28/2012,408.95,408.95,406,406.6,406.7,35468,144.29
4/27/2012,402,409,402,405.85,405.8,916011,3716.27
4/26/2012,412,412.65,398.5,406,402.65,4548883,18481.29
4/25/2012,423,423,405.8,411,410.4,6026415,24763.66
4/24/2012,426.9,444.1,426.9,443,442,1845282,8082.54
4/23/2012,421.1,426.45,421.1,422.2,424.15,806899,3425.99
4/20/2012,420.9,427.9,420.7,424,424.8,948892,4025.29
4/19/2012,428.95,428.95,419.2,420.3,420.65,1601808,6772.69
4/18/2012,425.2,429.5,424.65,426.95,427.4,744088,3180.63
4/17/2012,420,425,419.9,422.05,421.2,2027639,8554.52
4/16/2012,419,427.65,413.2,420.95,420.95,2338318,9855.19
4/13/2012,423.2,437.95,413.1,420,419.3,3579190,15085.76
4/12/2012,443.3,446.1,437.45,437.75,439.1,356226,1574.1
4/11/2012,440.55,448,440.1,445.3,445.95,1000041,4445.55
4/10/2012,439.3,449.3,439.3,445.3,445.4,1333312,5931.98
4/9/2012,438.55,444.9,437.2,440.05,439.05,609568,2689.78
4/4/2012,443,451.7,440.25,444.5,443.8,1050851,4699.94
4/3/2012,445.35,448.9,441.15,443,446.5,764251,3399.38
4/2/2012,437.6,444,436.3,442,443.15,1242977,5486.35
3/30/2012,435.3,441.7,431.05,438.9,440.1,1517213,6624.72
3/29/2012,428.85,439,421.55,435,436.8,3047497,13125.1
3/28/2012,427,431,422,429.95,429.85,1566870,6673.46
3/27/2012,424.05,429.7,416.25,428,428.4,1537441,6497.98
3/26/2012,425,429.8,420.95,423,423.1,1246974,5299.64
3/23/2012,420.25,427.6,420.1,426.15,425.25,1699141,7183.17
3/22/2012,428.8,432.8,419.25,420.55,421.3,1074533,4568.98
3/21/2012,428.5,433.95,423.2,427.75,427.6,892390,3823.8
3/20/2012,425.25,430.4,425.2,427.6,429.6,1208482,5185.35
3/19/2012,425.15,429,419.95,424.85,428,1023560,4345.05
3/16/2012,430.1,435.9,426.5,428.45,428.55,707018,3055.87
3/15/2012,421.85,431.8,420.55,431,427.45,1338520,5689.37
3/14/2012,431.55,431.95,421.4,426,426.05,1198930,5109.7
3/13/2012,432.1,434,427.55,430.5,430.95,1054659,4548.17
3/12/2012,435.1,440.15,429.5,438.2,437.75,1735445,7579.72
3/9/2012,443.5,448.05,429.25,430.2,432.2,1581732,6917.54
3/7/2012,428.8,444,428.6,438.65,439.95,2082292,9151.55
3/6/2012,427.9,439,426.5,431.9,432.1,905588,3917.65
3/5/2012,425,434.45,422,433,431.35,506390,2164.62
3/3/2012,429.9,429.9,425.3,426.5,427.3,25990,111.17
3/2/2012,426.1,443.05,420.35,427.1,429,1143610,4870.61
3/1/2012,433,433,418.9,425,424.85,1028957,4357.36
2/29/2012,424.65,436.25,421.3,435.7,432.35,1156324,4944.71
2/28/2012,424.9,430.9,418.5,422.3,420.25,1285098,5452.75
2/27/2012,440,440.8,422.15,425,424.8,780800,3334.54
2/24/2012,440.1,447.8,435.35,437,437.9,698630,3078.52
2/23/2012,439.25,445.95,436.4,437.6,441.45,1313937,5810.36
2/22/2012,443.7,451,440.05,443.05,442.8,1414622,6302.21
2/21/2012,447.1,450.7,441.2,442.5,443.7,1405382,6249.3
2/17/2012,445,453,438.25,450.5,448.85,1489281,6638.87
2/16/2012,435,440.5,433.05,439,439.35,784894,3441.63
2/15/2012,436.1,440.75,433.4,435.15,436.1,1066185,4670.04
2/14/2012,434.9,439.75,432,435.9,435.1,618167,2690.65
2/13/2012,446,448,435.45,436.5,436.6,767312,3368.58
2/10/2012,445,450.45,441.05,448.7,449.35,986251,4404.02
2/9/2012,430.45,448.4,428.4,448.1,445.6,1838753,8030.02
2/8/2012,428.35,438.75,428.3,434,434.6,1623431,7053.72
2/7/2012,427.15,431.35,426,427.35,428.05,941839,4035.24
2/6/2012,429.95,432.15,422.6,426,427.1,778975,3330.97
2/3/2012,426,429.05,421.75,427.5,427.45,1859130,7912.35
2/2/2012,413,429,413,427,426.05,3295625,13923.41
2/1/2012,413,414.6,410,412.9,411.85,1059014,4367.45
1/31/2012,410.55,415.5,410.1,413,413.9,1258023,5197.05
1/30/2012,415.1,422,408,408.5,409.8,1208958,5006.84
1/27/2012,421,422,415.7,418.5,418,794473,3326.15
1/25/2012,419.05,422.9,416,419,419.55,1168090,4895.77
1/24/2012,415.75,422,415.1,419.4,419.05,1189433,4991.11
1/23/2012,410.75,420.5,410.75,416.75,415.8,1479247,6166.72
1/20/2012,415,424.9,410.1,415,413.75,4306361,17940.33
1/19/2012,406,409.4,399.25,401.5,404.15,1336692,5371.81
1/18/2012,410.1,413.9,402.55,402.9,404.1,831339,3365.64
1/17/2012,406,419,405.9,414.25,415.15,1764213,7337
1/16/2012,398.5,408.8,397.55,408,407.45,768097,3112.37
1/13/2012,394.4,404.85,390.7,401.3,401,1094437,4346.65
1/12/2012,390,397.45,382.5,392.65,391.45,2920897,11392.59
1/11/2012,403.75,406.95,399.4,401.2,401.3,1014722,4086.93
1/10/2012,404.05,407.6,401.9,402.55,403.55,1190427,4812.87
1/9/2012,407,408.5,400.05,402,401.15,847024,3421.66
1/7/2012,405.85,408.65,405.85,407.4,406.85,49754,202.69
1/6/2012,412.95,412.95,403.1,406.25,405.75,1247864,5085.34
1/5/2012,415.7,422.9,411.2,414.2,414.95,1136797,4739.28
1/4/2012,418.7,425,415.35,417,418.25,1903417,8004.31
1/3/2012,402.35,417.9,401.35,417.3,416.5,2161837,8909.01
1/2/2012,399,401.9,395.4,398.45,399,640672,2556.09
12/30/2011,395.2,402.5,395.2,398.1,398.7,1200331,4797.46
12/29/2011,396,400.4,394.5,397.75,398.35,1485184,5910.82
12/28/2011,405.35,410.75,394.25,396,397.05,1657719,6649.87
12/27/2011,408,411.7,404,406.05,406.85,607814,2481.53
12/26/2011,403.15,411.8,403.15,406.5,406.3,915317,3734.49
12/23/2011,401,409,395.75,405.2,406,1150850,4616.39
12/22/2011,396.05,403.1,393.5,394.95,397.55,1846641,7342.16
12/21/2011,402.9,411.9,393.4,406,407.15,2223890,8930.19
12/20/2011,402.2,407,392,396.7,396.15,1383197,5508.63
12/19/2011,399.05,405.15,392.3,403.6,404,1051036,4189.48
12/16/2011,402.35,409.4,396.35,403.1,403.65,1762681,7072.77
12/15/2011,415,418,402.5,406.05,406.6,4353438,17699.82
12/14/2011,410.05,417.85,409.4,414.7,415.55,1702628,7051.91
12/13/2011,413.7,420.9,405.25,414.7,412.6,1900127,7882.36
12/12/2011,405.2,419.8,402.7,415.25,414.75,2039648,8389.7
12/9/2011,408.5,412.9,401.55,405,404.95,1472016,6018.17
12/8/2011,400.1,415.25,398.55,413,412.75,3200969,13095.66
12/7/2011,390,405.6,388,403,404.1,3246148,12983.42
12/5/2011,390.1,397,386.55,393,390.15,1573780,6142.01
12/2/2011,384.85,400,379.05,396,391.8,4940550,19125.38
12/1/2011,384,394,381.65,385.95,386.45,1416126,5467.67
11/30/2011,373.9,382,371.8,380.65,377.2,3102265,11668.35
11/29/2011,373.9,376,370.55,374.5,373.7,2556117,9526.2
11/28/2011,374.8,376.8,369.2,372.55,372.05,2122668,7911.79
11/25/2011,367,373,365,369.65,369.95,3449706,12749.49
11/24/2011,363.3,374.4,361.9,374,370.65,1574804,5809.06
11/23/2011,373.95,374.8,361.25,362.9,365.9,1184940,4375.04
11/22/2011,370.1,380,368.25,375.55,377.8,1407865,5279.41
11/21/2011,370,374.5,365.65,370.1,370.1,1279060,4732.52
11/18/2011,365.1,377,360.05,376.1,374,2043004,7526.65
11/17/2011,371.55,378.1,363.1,368.4,367.65,1477885,5446.41
11/16/2011,382,384.1,368.25,378.4,374.15,1405230,5267.19
11/15/2011,384.95,386.9,382.2,382.35,383.75,884981,3398.89
11/14/2011,382.35,389.45,382.35,385.5,387.4,1643586,6367.78
11/11/2011,374,387.3,370.45,381.95,382.1,3745920,14302.62
11/9/2011,369.3,380.5,369.3,376,376.5,1169188,4391.45
11/8/2011,368.35,373.5,367.2,368.5,369.3,374870,1388.08
11/4/2011,373.2,377,368.5,372.25,371.85,982400,3656.37
11/3/2011,373.85,373.85,366.75,372.95,370.8,1029949,3806.58
11/2/2011,369.95,377,364.55,375.4,374.15,1444224,5352.28
11/1/2011,367.75,374.9,364.95,373.25,372.05,1989482,7393.54
10/31/2011,375,385,363.4,367.4,366.6,3505449,13194.99
10/28/2011,376.55,390,365.65,373.4,374.05,1698761,6357.53
10/26/2011,370.1,374.5,367.15,368.95,368.7,147473,545.64
10/25/2011,360.55,381.95,354.2,368,372.15,2636230,9656.91
10/24/2011,357.05,365,355.7,357.9,358.1,652144,2349.14
10/21/2011,356.4,358,350.25,356,354.05,615202,2185.24
10/20/2011,352.25,355.9,347,352.9,354.55,486759,1708.89
10/19/2011,346.8,358.9,346.8,357.5,357.6,945720,3365.66
10/18/2011,348.65,351.7,342.7,345.5,346.05,540511,1867.84
10/17/2011,364.05,366.4,354.75,357.15,356.8,1010473,3640.28
10/14/2011,346.7,364.95,346.7,363.4,363.3,1659394,5938.94
10/13/2011,353,355,348.5,350.5,349.5,971907,3417.44
10/12/2011,347.05,358.7,347.05,351.4,350.55,2497908,8820.28
10/11/2011,352.3,353.95,338.65,340.5,341.7,1068111,3693.39
10/10/2011,335.05,350,334.3,349.25,348.9,763084,2605.56
10/7/2011,338,345,330,334,333.8,1872134,6337.13
10/5/2011,336.05,341.85,326,327.45,327.95,1345851,4491.62
10/4/2011,326.55,338,325.35,336.7,333.55,1205540,4007.33
10/3/2011,335,336.75,323.6,330,330.2,1277993,4201.89
9/30/2011,348.5,352.8,335.1,340,340.8,1208078,4147.81
9/29/2011,346,350,342.25,349,347.6,1298387,4504.07
9/28/2011,351.4,358.4,345.15,347.6,347.55,1853049,6514.57
9/27/2011,343.3,353.8,343,351,348.2,1847884,6452.08
9/26/2011,340.35,346.5,337.2,340.4,340.05,1651135,5639.04
9/23/2011,338,348.9,334.3,336.3,339.5,1964088,6732.22
9/22/2011,350.75,352.7,337.15,340.5,340.35,1568181,5455.34
9/21/2011,351.9,359.95,351.1,356.5,356.65,1708409,6083.64
9/20/2011,341.95,355,340.2,351.9,350.95,2080017,7286.98
9/19/2011,339,344.8,337,344,341,958745,3271.1
9/16/2011,349.2,354.35,337.75,338.65,338.75,1500083,5211.67
9/15/2011,346.1,350,339,345.5,348.2,1859718,6433.14
9/14/2011,330.1,346.4,326.35,343.45,342.4,2230979,7552.03
9/13/2011,327.8,333.6,323.35,327.7,329.1,1112311,3666.66
9/12/2011,329,332.3,323,323.7,325.2,1758591,5767.81
9/9/2011,338.25,342,332.3,335.2,338.35,1805002,6084.72
9/8/2011,330.05,344,330.05,338,338.15,2213315,7523.88
9/7/2011,326.6,330.95,326.1,329.8,329.55,1529887,5033.63
9/6/2011,320,330,312.3,326,323.05,2041335,6580.53
9/5/2011,330,333.3,320,320.9,321.75,2732319,8912.71
